ingest_timestamp,sms_id,sighting_index,report_time,species,pod,direction,location_desc,place_a,place_b,lat,lon,location_method,confidence,notes,raw_text
6/18/2025,87fcd779ddde26dc,1,,Orca,Biggs,northbound,nearing Southworth,Colvos Passage,,47.47,-122.43,exact_water,1,T65As,Orca Network: T65As northbound in Colvos Passage nearing Southworth
6/18/2025,44ef42f384e480d8,1,,Orca,Biggs,southbound,1 mile south of,1 mile south of Harstine Island Bridge,,47.3187,-122.8565,exact_water,0.9,Probable T137s,Orca Network: Probable T137s southbound 1 mile south of Harstine Island Bridge
6/18/2025,2c790fd49fe5eb93,1,,Orca,Unknown,southbound,nearing,Richmond Beach,,47.77534225,-122.4151382,exact_water,0.8,Reported in Port Susan,Orca Network: Orcas southbound in Port Susan nearing Tillicum Beach
6/22/2025,3d913ca21e111c96,1,,Humpback Whale,Unknown,northbound,between Browns Point Lighthouse and Old Town dock,Commencement Bay/Browns Pt (estimated),Commencement Bay near the port of Tacoma,47.29615,-122.40395,between_midpoint,1,,Orca Network: Humpback northbound between Browns Point Lighthouse and Old Town dock in Tacoma Orca Network:
6/22/2025,2be1cfe4a550a8d5,1,,Orca,Unknown,southbound,off Point No Point,South of Point No Point on Kitsap side,,47.78136512,-122.423314,exact_water,1,"6 orcas, including a juvenile","Orca Network: 6 orcas, including a juvenile, southbound off Point No Point"
6/22/2025,9075103ee66f90f4,1,,Humpback Whale,Unknown,southbound,towards Tyee Marina,Commencement Bay,,47.26,-122.408,exact_water,1,,"Orca Network: Humpback southbound towards Tyee Marina, Commencement Bay"
6/22/2025,94c820c4e3a0a21e,1,,Orca,Biggs,southbound,off the entrance to,Wing Point Bainbridge,,47.6189,-122.385,exact_water,1,closer to the west side of the channel. T36s and T99s,"Orca Network: T36s and T99s southbound off the entrance to Port Madison, closer to the west side of the channel"
6/22/2025,74f90a3142cc796e,1,,Orca,Unknown,northbound,in ferry lanes,Rosario Strait,,48.6333,-122.8333,exact_water,1,,Orca Network: Orcas northbound in ferry lanes in Rosario Strait
6/22/2025,fb82400d74e9c5ea,1,,Orca,Unknown,southbound,south of Bridgehaven,Hood Canal,,47.6983,-122.8669,exact_water,1,,Orca Network: Orca southbound in Hood Canal S of Bridgehaven
6/22/2025,1d68a3f52ad924e1,1,,Orca,Biggs,southbound,off Rolling Bay,Blake Island,,47.538056,-122.4429336,exact_water,1,T36s & T99s,"Orca Network: T36s & T99s southbound off Rolling Bay, Bainbridge"
6/22/2025,eb4dca447560480e,1,,Humpback Whale,Unknown,eastbound,towards,Commencement Bay/Browns Pt (estimated),,47.3275,-122.4,exact_water,1,lighthouse,Orca Network: Humpback eastbound towards Browns Pt lighthouse; Orcas in went north into Case Inlet sometime between 10:30 & 12:00
6/22/2025,eb4dca447560480e,2,10:30,Orca,Unknown,northbound,into,Case Inlet,,47.3378,-122.74,exact_water,0.7,sometime between 10:30 & 12:00,Orca Network: Humpback eastbound towards Browns Pt lighthouse; Orcas in went north into Case Inlet sometime between 10:30 & 12:00
6/22/2025,632a937cb2c6e513,1,,Humpback Whale,Unknown,westbound,near Browns Point lighthouse facing,Commencement Bay/Browns Pt (estimated),,47.3275,-122.4,exact_water,0.8,,Orca Network: Humpback near Browns Point lighthouse facing west
6/22/2025,0ea7b75d49a3e47b,1,,Orca,Biggs,westbound,in Rich Passage by,Blake Island,,47.538056,-122.4529336,exact_water,1,T36s & T99s,Orca Network: T36s & T99s westbound in Rich Passage by Point Glover
6/22/2025,73e75a0ca8268594,1,,Orca,Unknown,southbound,passing Hazel Point,Hood Canal,,47.7083,-122.8669,exact_water,1,,Orca Network: Orcas southbound in Hood Canal passing Hazel Point
6/22/2025,b871741daeebadc9,1,,Orca,Biggs,unknown,west of Rocky Point,Dyes Inlet,,47.65,-122.626667,exact_water,1,T36s & T99s,"Orca Network: T36s & T99s in Dyes Inlet, west of Rocky Point"
6/22/2025,121fb01b07bb6a9e,1,,Orca,Biggs,southbound,in Case Inlet by Herron Island,Case Inlet near Herron Island and Key Peninsula,,47.3374,-122.7245,exact_water,1,,Orca Network: T137s southbound in Case Inlet by Herron Island
6/22/2025,9d017290d1e53e0f,1,,Orca,Unknown,unknown,out from Triton Cove State Park on east side of channel,Hood Canal near Triton Cove State Park,,47.6833,-122.9167,exact_water,1,surface active,Orca Network: Orcas surface active in Hood Canal out from Triton Cove State Park on east side of channel
6/22/2025,e7b7f7152896ae08,1,,Humpback Whale,Unknown,unknown,milling off Browns Point,Commencement Bay/Browns Pt (estimated),,47.3275,-122.41,exact_water,1,"Humpback Ulli, 2024 calf of Slits","Orca Network: Humpback Ulli, 2024 calf of Slits, milling off Browns Point"
6/22/2025,3646d513b28a65c1,1,,Orca,Biggs,southbound,past,Case Inlet,,47.3378,-122.74,exact_water,1,T137s southbound past Joemma Beach State Park,Orca Network: T137s southbound past Joemma Beach State Park
6/22/2025,2c9d2eff00a30737,1,,Orca,Unknown,southbound,past Eldon,Hood Canal near Triton Cove State Park,,47.6833,-122.9167,exact_water,1,,Orca Network: Orcas southbound in Hood Canal past Eldon
6/22/2025,454856a72d3183ff,1,,Humpback Whale,Unknown,southeastbound,milling,Commencement Bay/Browns Pt (estimated),,47.3275,-122.39,exact_water,1,"Ulli, the 2024 calf of Slits","Orca Network: Humpback Ulli, the 2024 calf of Slits, back milling southeast of Browns Point"
6/23/2025,733865faeb386bdf,1,,Orca,Unknown,northbound,moving northwards towards the Narrows from the Anderson Island ferry dock,South Puget Sound,,47.3,-122.5,exact_water,0.8,,Orca Network: orcas were moving northwards towards the Narrows from the Anderson Island ferry dock at that time in south Puget Sound
6/23/2025,792c2ac7b7f8f72b,1,,Humpback Whale,Unknown,eastbound,"off of Browns Point in Tacoma, mid channel, moving east slowly",Commencement Bay/Browns Pt (estimated),,47.3275,-122.41,exact_water,0.8,Ulli the humpback,"Orca Network: Ulli the humpback whale is off of Browns Point in Tacoma, mid channel, moving east slowly"
6/23/2025,401a65bf7f3136a7,1,,Orca,Unknown,westbound,in Dalco Passage,Vashon Island,Pt Ruston,47.40251973,-122.4349109,between_midpoint,1,between Vashon and Pt Ruston,Orca Network: 3-4 orcas in Dalco Passage reported westbound between Vashon and Pt Ruston
6/23/2025,a2fd6d9217313abb,1,,Orca,Unknown,southbound,"out from Thorndyke Bay, south of Lowfall",Hood Canal,,47.6983,-122.8669,exact_water,1,,"Orca Network: orcas southbound in Hood Canal out from Thorndyke Bay, south of Lowfall"
6/23/2025,fee3cfe8bdb2d8fc,1,,Humpback Whale,Unknown,northbound,off of,Blake Island,,47.538056,-122.4429336,exact_water,0.8,"Gold Beach, Vashon","Orca Network: Humpback heading northbound off of Gold Beach, Vashon"
6/9/2025,7fbb88dc4cee36bf,1,,Unknown,Unknown,southbound,outside,Edmonds Marina Beach Park (near Edmonds/Kingston ferry lanes),,47.802532,-122.442055,exact_water,0.8,species unconfirmed,"Orca Network: Whale reported southbound outside Edmonds marina, species unconfirmed"
6/10/2025,4fff4e676a79d286,1,,Orca,Unknown,northbound,"north of Mabana, Camano side of channel",Saratoga Passage,,48.15426339,-122.5462531,exact_water,1,includes at least one adult male,"Orca Network: Orcas in Saratoga passage north of Mabana, northbound, Camano side of channel, includes at least one adult male"
6/10/2025,191fdbdf3e32063f,1,,Humpback Whale,Unknown,westbound,from Ruston Way towards Pt. Defiance,Dalco Passage,,47.42881973,-122.4223073,exact_water,1,,Orca Network: Humpback westbound from Ruston Way towards Pt. Defiance in Dalco Passage
6/10/2025,5639ac51fdd14196,1,,Orca,Biggs,southbound,past,Edmonds Marina Beach Park (near Edmonds/Kingston ferry lanes),,47.802532,-122.442055,exact_water,0.8,likely T137s,"Orca Network: We received a delayed report of orcas (likely T137s) southbound past Edmonds marina. If you see these whales, we'd appreciate any updates!"
6/10/2025,4c84cc46726cb9a6,1,,Orca,Unknown,southbound,off Dilworth,East Passage,Vashon,47.48108917,-122.430612,between_midpoint,0.8,,"Orca Network: At least one orca southbound in East Passage off Dilworth, Vashon"
6/10/2025,458becd262a2b3b9,1,,Unknown,Unknown,unknown,between Cooper Point and Squaxin Island,Cooper Point,Squaxin Island,47.2447,-122.8977,between_midpoint,0.8,Baleen whale in South Puget Sound,Orca Network: Baleen whale in South Puget Sound between Cooper Point and Squaxin Island
6/10/2025,2e4ccd3f33272f80,1,,Orca,Biggs,southbound,island side of midchannel in East Passage off Gold Beach,Blake Island,,47.538056,-122.4429336,exact_water,0.8,stalled,"Orca Network: T137s stalled island side of midchannel in East Passage off Gold Beach, had been southbound"
6/10/2025,6fa2c0d4daf331e5,1,,Orca,Biggs,southbound,off Stamm Overlook,Carkeek Park,,47.68908815,-122.4136555,exact_water,0.8,T65As (-A5),"Orca Network: T65As (-A5) southbound spread out off Stamm Overlook, Edmonds"
6/12/2025,3c7cd66de66d58af,1,,Orca,Biggs,southbound,approaching Oro Bay,Anderson Island,,47.21707,-122.4236,exact_water,1,after a hunt near Ketron Island. Pods are T65As & T137s,Orca Network: T65As & T137s southbound approaching Oro Bay on Anderson Island after a hunt near Ketron Island
6/12/2025,a2bf92df5a563c65,1,,Humpback Whale,Unknown,southbound,"past Edmonds marina, close to shore",Edmonds Marina Beach Park (near Edmonds/Kingston ferry lanes),,47.802532,-122.442055,exact_water,1,,"Orca Network: Humpback southbound past Edmonds marina, close to shore"
6/12/2025,51fb0a9a6fd00b28,1,,Humpback Whale,Unknown,southbound,past Golden Gardens,Golden Gardens,,47.67614732,-122.42283,exact_water,1,,Orca Network: Humpback southbound past Golden Gardens
6/12/2025,14caff890b3e3558,1,,Orca,Biggs,northbound,in Nisqually Reach past Johnson Point,Johnson Point,,47.2,-122.6,exact_water,1,T65As & T137s,Orca Network: T65As & T137s northbound in Nisqually Reach past Johnson Point
6/13/2025,bf09ee7705f67999,1,,Orca,Unknown,unknown,"near Seattle, assuming near",Elliott Bay,,47.619127,-122.412137,exact_water,0.5,At least 3 orcas reported. Please let us know if you see them!,"Orca Network: At least 3 orcas reported near Seattle, assuming near Elliott Bay, direction unknown, please let us know if you see them!"
6/14/2025,59fcd1dcf6f82ac9,1,,Humpback Whale,Unknown,northbound,passing,North of Three Tree Point (near Vashon/East Passage),,47.53394762,-122.4231023,exact_water,1,,Orca Network: Humpback northbound passing Three Tree Point
6/14/2025,3b7e289cac899fef,1,,Orca,Unknown,southbound,along the northwest side of,Case Inlet,,47.3378,-122.74,exact_water,1,,Orca Network: Orcas southbound in Case Inlet along the northwest side of Herron Island
6/14/2025,c93f36c62f28ea2e,1,,Humpback Whale,Unknown,northbound,out from,Fay Bainbridge Park,,47.650429,-122.375,exact_water,1,CRC-22469,Orca Network: Humpback CRC-22469 northbound out from Fay Bainbridge Park
6/16/2025,dac439fd9c338b8c,1,,Orca,Biggs,northbound,nearing Fort Flagler,Admiralty Inlet,,47.95,-122.506,exact_water,1,T86As,Orca Network: T86As northbound in Admiralty Inlet nearing Fort Flagler
6/16/2025,488158a22a7856ab,1,,Orca,Biggs,southbound,nearing,Richmond Beach,,47.77534225,-122.4151382,exact_water,1,"T34s, T36s, T37s, T38s, T49C, & T99s including T99B","Orca Network: T34s, T36s, T37s, T38s, T49C, & T99s including T99B southbound, nearing Richmond Beach"
6/16/2025,09b7e9ff21ef6ae5,1,,Orca,Biggs,southbound,on west side of Squaxin Island headed towards Arcadia,Squaxin Island,Squaxin Island to Arcadia,47.2306835,-122.8571835,between_midpoint,1,headed towards Arcadia,Orca Network: T65As southbound on west side of Squaxin Island headed towards Arcadia
6/16/2025,b2e02accdcd5b9f5,1,,Orca,Unknown,southbound,on east side of Herron Island,Case Inlet,,47.3378,-122.74,exact_water,1,,Orca Network: Orcas in Case Inlet SB on east side of Herron Island
6/16/2025,cc2c8022bf93771c,1,,Orca,Biggs,southbound,"visible from Golden Gardens, very close to shore",Golden Gardens,,47.67614732,-122.42283,exact_water,1,"T34s, T36s, T37s, T38s, T49C, & T99s","Orca Network: T34s, T36s, T37s, T38s, T49C, & T99s visible from Golden Gardens, southbound very close to shore"
6/16/2025,e7f9e4a27c07c10a,1,,Orca,Biggs,northbound,spread across,Case Inlet,Totten Inlet/Steamboat Island bridge,47.2689,-122.77,between_midpoint,0.8,passing Jarrell Cove,"Orca Network: T65As northbound spread across Pickering Passage, passing Jarrell Cove"
6/16/2025,c7178efcc732b9b1,1,,Orca,Biggs,unknown,spread out between Seattle and Bainbridge. Some milling at the mouth of,Elliott Bay,Midchannel between Carkeek Park & Fay Bainbridge Park (approximated to Carkeek Park),47.65740165,-122.407924,between_midpoint,0.8,"T34s, T36s, T37s, T38C, T38E, T49C, and T99s","Orca Network: T34s, T36s, T37s, T38C, T38E, T49C, and T99s spread out between Seattle and Bainbridge. Some milling at the mouth of Elliott Bay, south of West Point. Others were passing Manitou Beach southbound on Bainbridge side at 15:22"
6/16/2025,c7178efcc732b9b1,2,15:22,Orca,Biggs,southbound,passing,Manitou Beach,,47.5664,-122.4084,exact_water,0.9,on Bainbridge side,"Orca Network: T34s, T36s, T37s, T38C, T38E, T49C, and T99s spread out between Seattle and Bainbridge. Some milling at the mouth of Elliott Bay, south of West Point. Others were passing Manitou Beach southbound on Bainbridge side at 15:22"
6/16/2025,88ac580dcd79cded,1,,Orca,Biggs,southbound,trending south,Case Inlet,South of Allyn near Vashon,47.3808195,-122.5807575,between_midpoint,0.9,south of,"Orca Network: T65As trending south in Case Inlet, south of Allyn"
6/16/2025,96f0b65e506b5107,1,,Orca,Biggs,southbound,on the east side of the channel passing Emma Schmitz Overlook,Alki,,47.55,-122.4246815,exact_water,1,"T34s, T36s, T37s, T38C, T38E, T49C, and T99s fast, spread out","Orca Network: T34s, T36s, T37s, T38C, T38E, T49C, and T99s southbound fast, spread out on the east side of the channel passing Emma Schmitz Overlook (south of Alki)"
6/16/2025,24c9721d1222192e,1,,Orca,Biggs,westbound,went west between Eagle and McNeil Islands and likely turned south into Drayton Passage,Eagle,McNeil Island,47.27058,-122.69075,between_midpoint,0.8,likely turned south into Drayton Passage,Orca Network: T137s went west between Eagle and McNeil Islands and likely turned south into Drayton Passage
6/16/2025,debd0bc5aeed2ef3,1,,Orca,Biggs,southbound,passing Des Moines pier,East Passage,,47.5047586,-122.4197093,exact_water,1,"T34s, T36s, T37s, T38C, T38E, T49C, and T99s spread out","Orca Network: T34s, T36s, T37s, T38C, T38E, T49C, and T99s southbound spread out in East Passage passing Des Moines pier"
6/16/2025,9fe2bdfe139dc7e7,1,,Orca,Biggs,northbound,midchannel south of,South of Joemma State Park,,47.2,-122.8,exact_water,1,,Orca Network: T137s northbound midchannel south of Joemma State Park
6/16/2025,b7c7c860d2f499f5,1,,Orca,Biggs,southbound,"approaching Herron Island, close to Key Peninsula shore",Case Inlet,,47.3378,-122.73,exact_water,1,T65As,"Orca Network: T65As southbound in Case Inlet approaching Herron Island, close to Key Peninsula shore"
6/18/2025,e96335f3e6e6a287,1,,Orca,Unknown,northbound,exited the Tacoma Narrows past Point Defiance,Colvos Passage,,47.47,-122.43,exact_water,1,Five orcas,Orca Network: Five orcas have exited the Tacoma Narrows past Point Defiance and are northbound toward Colvos Passage
6/18/2025,9d83e13ec798dfa6,1,,Orca,Unknown,unknown,Near Point No Point,Point No Point,,47.72904719,-122.4325166,exact_water,1,No direction given with report,"Orca Network: At least four orcas near Point No Point, no direction given with report"
6/18/2025,87fcd779ddde26dc,1,,Orca,Biggs,northbound,nearing Southworth,Colvos Passage,,47.47,-122.43,exact_water,1,T65As,Orca Network: T65As northbound in Colvos Passage nearing Southworth
6/18/2025,44ef42f384e480d8,1,,Orca,Biggs,southbound,1 mile south of,1 mile south of Harstine Island Bridge,,47.3187,-122.8565,exact_water,0.8,Probable T137s,Orca Network: Probable T137s southbound 1 mile south of Harstine Island Bridge
6/18/2025,2c790fd49fe5eb93,1,,Orca,Unknown,southbound,nearing,Richmond Beach,,47.77534225,-122.4151382,exact_water,0.9,in Port Susan,Orca Network: Orcas southbound in Port Susan nearing Tillicum Beach
6/22/2025,3d913ca21e111c96,1,,Humpback Whale,Unknown,northbound,between Browns Point Lighthouse and Old Town dock,Commencement Bay/Browns Pt (estimated),Commencement Bay near the port of Tacoma,47.29615,-122.40395,between_midpoint,0.9,,Orca Network: Humpback northbound between Browns Point Lighthouse and Old Town dock in Tacoma Orca Network:
6/22/2025,2be1cfe4a550a8d5,1,,Orca,Unknown,southbound,off Point No Point,South of Point No Point on Kitsap side,,47.78136512,-122.423314,exact_water,1,"6 orcas, including a juvenile","Orca Network: 6 orcas, including a juvenile, southbound off Point No Point"
6/22/2025,9075103ee66f90f4,1,,Humpback Whale,Unknown,southbound,towards Tyee Marina,Commencement Bay,,47.26,-122.408,exact_water,1,,"Orca Network: Humpback southbound towards Tyee Marina, Commencement Bay"
6/22/2025,94c820c4e3a0a21e,1,,Orca,Biggs,southbound,off the entrance to,Wing Point Bainbridge,,47.6189,-122.385,exact_water,0.9,closer to the west side of the channel. Pods: T36s and T99s,"Orca Network: T36s and T99s southbound off the entrance to Port Madison, closer to the west side of the channel"
6/22/2025,74f90a3142cc796e,1,,Orca,Unknown,northbound,in ferry lanes,Rosario Strait,,48.6333,-122.8333,exact_water,1,,Orca Network: Orcas northbound in ferry lanes in Rosario Strait
6/22/2025,fb82400d74e9c5ea,1,,Orca,Unknown,southbound,in Hood Canal S of Bridgehaven,Hood Canal,,47.7083,-122.8669,exact_water,1,,Orca Network: Orca southbound in Hood Canal S of Bridgehaven
6/22/2025,1d68a3f52ad924e1,1,,Orca,Biggs,southbound,off Rolling Bay,Blake Island,,47.538056,-122.4429336,exact_water,1,T36s & T99s,"Orca Network: T36s & T99s southbound off Rolling Bay, Bainbridge"
6/22/2025,eb4dca447560480e,1,,Humpback Whale,Unknown,eastbound,towards,Commencement Bay/Browns Pt (estimated),,47.3275,-122.4,exact_water,1,lighthouse,Orca Network: Humpback eastbound towards Browns Pt lighthouse; Orcas in went north into Case Inlet sometime between 10:30 & 12:00
6/22/2025,eb4dca447560480e,2,10:30,Orca,Unknown,northbound,into,Case Inlet,,47.3378,-122.74,exact_water,1,sometime between 10:30 & 12:00,Orca Network: Humpback eastbound towards Browns Pt lighthouse; Orcas in went north into Case Inlet sometime between 10:30 & 12:00
6/22/2025,eb4dca447560480e,3,12:00,Orca,Unknown,northbound,into,Case Inlet,,47.3378,-122.74,exact_water,1,sometime between 10:30 & 12:00,Orca Network: Humpback eastbound towards Browns Pt lighthouse; Orcas in went north into Case Inlet sometime between 10:30 & 12:00
6/22/2025,632a937cb2c6e513,1,,Humpback Whale,Unknown,westbound,near Browns Point lighthouse facing,Commencement Bay/Browns Pt (estimated),,47.3275,-122.4,exact_water,0.8,,Orca Network: Humpback near Browns Point lighthouse facing west
6/22/2025,0ea7b75d49a3e47b,1,,Orca,Biggs,westbound,in Rich Passage by,Blake Island,,47.538056,-122.4529336,exact_water,1,T36s & T99s,Orca Network: T36s & T99s westbound in Rich Passage by Point Glover
6/22/2025,73e75a0ca8268594,1,,Orca,Unknown,southbound,passing Hazel Point,Hood Canal,,47.7083,-122.8669,exact_water,1,,Orca Network: Orcas southbound in Hood Canal passing Hazel Point
6/22/2025,b871741daeebadc9,1,,Orca,Biggs,unknown,west of Rocky Point,Rocky Point,,48.14426339,-122.5562531,exact_water,1,T36s & T99s in Dyes Inlet,"Orca Network: T36s & T99s in Dyes Inlet, west of Rocky Point"
6/22/2025,121fb01b07bb6a9e,1,,Orca,Biggs,southbound,in,Case Inlet near Herron Island and Key Peninsula,,47.3374,-122.7245,exact_water,1,,Orca Network: T137s southbound in Case Inlet by Herron Island
6/22/2025,9d017290d1e53e0f,1,,Orca,Unknown,unknown,out from Triton Cove State Park on east side of channel,Hood Canal near Triton Cove State Park,,47.6833,-122.9167,exact_water,1,surface active,Orca Network: Orcas surface active in Hood Canal out from Triton Cove State Park on east side of channel
6/22/2025,e7b7f7152896ae08,1,,Humpback Whale,Unknown,unknown,milling off Browns Point,Commencement Bay/Browns Pt (estimated),,47.3275,-122.41,exact_water,1,"Ulli, 2024 calf of Slits","Orca Network: Humpback Ulli, 2024 calf of Slits, milling off Browns Point"
6/22/2025,3646d513b28a65c1,1,,Orca,Biggs,southbound,past,Case Inlet,,47.3378,-122.74,exact_water,1,T137s southbound past Joemma Beach State Park,Orca Network: T137s southbound past Joemma Beach State Park
6/22/2025,2c9d2eff00a30737,1,,Orca,Unknown,southbound,past Eldon,Hood Canal near Triton Cove State Park,,47.6833,-122.9167,exact_water,0.8,,Orca Network: Orcas southbound in Hood Canal past Eldon
6/22/2025,454856a72d3183ff,1,,Humpback Whale,Unknown,southeastbound,milling,Commencement Bay/Browns Pt (estimated),,47.3275,-122.39,exact_water,1,"Ulli, the 2024 calf of Slits","Orca Network: Humpback Ulli, the 2024 calf of Slits, back milling southeast of Browns Point"
6/23/2025,733865faeb386bdf,1,,Orca,Unknown,northbound,moving northwards towards,Tacoma Narrows,Anderson Island,47.242485,-122.45105,between_midpoint,0.8,Orcas moving from the Anderson Island ferry dock in south Puget Sound towards the Narrows,Orca Network: orcas were moving northwards towards the Narrows from the Anderson Island ferry dock at that time in south Puget Sound
6/23/2025,792c2ac7b7f8f72b,1,,Humpback Whale,Unknown,eastbound,off of,Commencement Bay/Browns Pt (estimated),,47.3275,-122.41,exact_water,1,"mid channel, moving slowly","Orca Network: Ulli the humpback whale is off of Browns Point in Tacoma, mid channel, moving east slowly"
6/23/2025,401a65bf7f3136a7,1,,Orca,Unknown,westbound,in Dalco Passage,Vashon Island,Pt Ruston,47.40251973,-122.4349109,between_midpoint,1,between Vashon and Pt Ruston,Orca Network: 3-4 orcas in Dalco Passage reported westbound between Vashon and Pt Ruston
6/23/2025,a2fd6d9217313abb,1,,Orca,Unknown,southbound,"out from Thorndyke Bay, south of Lowfall",Hood Canal,,47.6983,-122.8669,exact_water,1,,"Orca Network: orcas southbound in Hood Canal out from Thorndyke Bay, south of Lowfall"
6/23/2025,fee3cfe8bdb2d8fc,1,,Humpback Whale,Unknown,northbound,off of,Blake Island,,47.538056,-122.4429336,exact_water,0.8,"Gold Beach, Vashon (approximating Blake Island)","Orca Network: Humpback heading northbound off of Gold Beach, Vashon"
6/23/2025,3b56effd0d84b8ec,1,,Orca,Unknown,westbound,close to Harstine Island side,Dana Passage,Johnson Point,47.2635,-122.748,between_midpoint,0.8,,"Orca Network: Orcas westbound past Johnson Pt into Dana Passage, close to Harstine Island side"
6/23/2025,10951bf5a5b82465,1,,Orca,Biggs,southbound,passed under Fox Island bridge,Carr Inlet near Fox Island (estimated),,47.333,-122.533,exact_water,0.9,T137s,Orca Network: T137s passed under Fox Island bridge southbound
6/23/2025,4863b2df6c1cd1c3,1,,Humpback Whale,Unknown,northbound,off Alki Point,Elliott Bay,,47.619127,-122.422137,exact_water,0.8,,Orca Network: Humpback northbound off Alki Point
6/23/2025,bb8aa6f451a0b8d5,1,,Orca,Biggs,southbound,in,Hood Canal,,47.7083,-122.8669,exact_water,1,T65As,"Orca Network: T65As southbound in Hood Canal, solo male seen near Hama Hama"
6/23/2025,bb8aa6f451a0b8d5,2,,Orca,Biggs,unknown,near,Hood Canal near Hama Hama,,47.43,-123.06,exact_water,0.8,solo male,"Orca Network: T65As southbound in Hood Canal, solo male seen near Hama Hama"
6/23/2025,66dc9dcc035de505,1,,Orca,Biggs,northbound,under,Tacoma Narrows,,47.2679,-122.4885,exact_water,1,T137s,Orca Network: T137s northbound under Tacoma Narrows bridge
6/23/2025,e1ab4548afafb1ef,1,,Humpback Whale,Unknown,northbound,"west side of the channel, south of",Jefferson Head,,47.692646,-122.403711,exact_water,1,Ulli,"Orca Network: Humpback Ulli northbound fast on west side of the channel, south of Pt Jefferson"
6/23/2025,9114f9578b658cf4,1,,Orca,Biggs,eastbound,midchannel across from Union,Hood Canal,,47.7083,-122.8469,exact_water,1,T65As,Orca Network: T65As eastbound midchannel in Hood Canal across from Union
6/23/2025,c9cbd9e35c885cf4,1,,Orca,Unknown,southbound,"passing Burfoot Park, close to east shore of Budd Inlet",Burfoot Park,,47.2443,-122.662,exact_water,1,,"Orca Network: Orcas southbound passing Burfoot Park, close to east shore of Budd Inlet"
6/24/2025,5a552ff934b3796a,1,,Orca,Biggs,northbound,in,Case Inlet,Case Inlet between Stretch & Reach Islands,47.32325,-122.79675,between_midpoint,1,T36Bs & T99s,Orca Network: T36Bs & T99s northbound in Case Inlet between Stretch & Reach Islands
6/25/2025,0377d6931f74b3b8,1,,Humpback Whale,Unknown,northbound,near Paradise cove,Colvos Passage,Vashon,47.46370987,-122.4257573,between_midpoint,0.9,,Orca Network: humpback reported in Colvos Passage near Paradise cove/Vashon headed northbound
6/25/2025,9f4535d49402fce1,1,,Orca,Unknown,southwest,moving southwest towards Possession Point,Possession Point,,47.8998633,-122.4879762,exact_water,1,towards Eglon,Orca Network: orcas moving southwest towards Possession Point towards Eglon
6/25/2025,bdc4248b975769aa,1,,Humpback Whale,Unknown,southbound,south of,Colvos Passage approaching Olalla Bay (Vashon),,47.43383946,-122.4215146,exact_water,1,Ulli the humpback still in Colvos Passage,"Orca Network: Ulli the humpback still in Colvos Passage, southbound, south of Olalla"
6/25/2025,ec604a097fda9b00,1,,Orca,Biggs,northbound,"north of the Narrows Bridge, west side of channel",South of Point Defiance in Tacoma Narrows,,47.3266,-122.4027,exact_water,0.9,"T99s, T36/36Bs","Orca Network: T99s, T36/36Bs northbound north of the Narrows Bridge, west side of channel Orca Network: Correction to last text:"
6/25/2025,87a17db1bff54d3a,1,,Orca,Unknown,southwest,moving southwest from Possession Point towards Eglon,Possession Point,Eglon,47.88248165,-122.4865765,between_midpoint,1,,Orca Network: orcas moving southwest from Possession Point towards Eglon
6/25/2025,d20bfefe6a16e16b,1,,Orca,Biggs,northbound,nearing Gold Beach,Blake Island,,47.538056,-122.4529336,exact_water,0.9,on the east side of Vashon Island,Orca Network: - T36/T36Bs & T99s northbound on the east side of Vashon Island nearing Gold Beach
6/25/2025,fab8097041736145,1,,Humpback Whale,Unknown,northbound,off,Yeomalt Point,,47.66536339,-122.4356,exact_water,1,slow,"Orca Network: Humpback slow northbound off Yeomalt Point, Bainbridge Island"
6/25/2025,7b749c8713c10222,1,,Orca,Biggs,northbound,briefly hunted by,Point Robinson,Mid channel,47.599891,-122.4289025,between_midpoint,1,T36/T36Bs & T99s then went northbound past the point,"Orca Network: T36/T36Bs & T99s briefly hunted by Point Robinson, then went northbound past the point towards mid channel"
6/25/2025,d431753134d5856d,1,,Humpback Whale,Unknown,unknown,milling midchannel between,Carkeek Park,Fay Bainbridge Park,47.66975858,-122.4093278,between_midpoint,1,,Orca Network: Humpback milling midchannel between Carkeek Park & Fay Bainbridge Park
7/3/2025,539ade2d0f22430a,1,11:04,Gray whale,Unknown,unknown,deep in,Elliott Bay,Elliott Bay near Bainbridge ferry lanes,47.6148135,-122.4121185,between_midpoint,0.8,moving towards Harbor Island,"Orca Network: Orca Network: 11:4- Baleen whale, reported as a small gray whale, deep in Elliott Bay near the Bainbridge ferry lanes, moving towards Harbor Island"
7/3/2025,78d462260a782aa5,1,,Humpback Whale,Unknown,unknown,in the middle of,Holmes Harbor,,48.05579569,-122.5286974,exact_water,1,Humpback Orion is currently,"Orca Network: Humpback Orion is currently in the middle of Useless Bay/Whidbey, direction unknown"
7/3/2025,ae929341a6886484,1,,Gray whale,Unknown,unknown,in Elliott Bay near Jack Block Park,Elliott Bay,,47.619127,-122.412137,exact_water,1,,Orca Network: Gray whale in Elliott Bay near Jack Block Park
7/5/2025,522981a32e9135d7,1,,Orca,Biggs,southbound,past,Edmonds Marina Beach Park (near Edmonds/Kingston ferry lanes),,47.802532,-122.442055,exact_water,1,"surface active, close to shore","Orca Network: T77s southbound past Edmonds Marina Beach Park, surface active, close to shore. Orca Network:"
